registrationId,status,grade,RegistratedTo,RegistratedBy
R2057,not started,,I-1018,19960101-0101
R2058,registered,,I-1023,19960101-0101
R2059,completed,5,I-3733,19950821-0102
R2060,registered,,I-374,19950821-0102
R2061,withdrawn,,I-375,19950821-0102
R2062,registered,,I-376,19950821-0102
R2063,registered,,I-3532,19950821-0102
R2064,completed,3,I-494,19950821-0102
R2065,not started,,I-2605,19950821-0102
R2066,registered,,I-496,19950821-0102
R2067,completed,3,I-612,19950821-0102
R2068,completed,5,I-1768,19950821-0102
R2069,completed,5,I-3135,19950821-0102
R2070,withdrawn,,I-1466,19950821-0102
R2071,completed,4,I-184,19970806-0103
R2072,completed,3,I-2293,19970806-0103
R2073,completed,4,I-3333,19970806-0103
R2074,not started,,I-1977,19970806-0103
R2075,completed,5,I-400,19970806-0103
R2076,not started,,I-1251,19970806-0103
R2077,withdrawn,,I-3539,19970806-0103
R2078,completed,4,I-2093,19970806-0103
R2079,completed,3,I-1575,19970806-0103
R2080,not started,,I-2211,19970806-0103
R2081,withdrawn,,I-1885,19970806-0103
R2082,not started,,I-5133,19970806-0103
R2083,registered,,I-2212,19970806-0103
R2084,completed,4,I-4181,19970806-0103
R2085,not started,,I-2207,19970806-0103
R2086,not started,,I-4286,19970806-0103
R2087,withdrawn,,I-1573,19970806-0103
R2088,withdrawn,,I-1355,19960123-0104
R2089,withdrawn,,I-4273,19960123-0104
R2090,withdrawn,,I-834,19960123-0104
R2091,registered,,I-512,19960123-0104
R2092,withdrawn,,I-4176,19960123-0104
R2093,completed,3,I-1570,19960123-0104
R2094,not started,,I-1765,19960123-0104
R2095,not started,,I-4179,19960123-0104
R2096,completed,4,I-4283,19960123-0104
R2097,withdrawn,,I-3968,19960123-0104
R2098,completed,4,I-1042,19960123-0104
R2099,registered,,I-4287,19960123-0104
R2100,completed,5,I-3023,19970630-0105
R2101,withdrawn,,I-2713,19970630-0105
R2102,registered,,I-610,19970630-0105
R2103,registered,,I-2715,19970630-0105
R2104,registered,,I-2822,19970630-0105
R2105,withdrawn,,I-2823,19970630-0105
R2106,withdrawn,,I-2308,19970630-0105
R2107,registered,,I-2201,19970630-0105
R2108,not started,,I-3629,19950316-0106
R2109,not started,,I-2916,19950316-0106
R2110,withdrawn,,I-5314,19950316-0106
R2111,withdrawn,,I-2915,19950316-0106
R2112,withdrawn,,I-1648,19950316-0106
R2113,not started,,I-381,19950316-0106
R2114,completed,3,I-275,19950316-0106
R2115,registered,,I-4887,19950316-0106
R2116,completed,3,I-71,19950316-0106
R2117,withdrawn,,I-3319,19950316-0106
R2118,not started,,I-2926,19950316-0106
R2119,not started,,I-3024,19950316-0106
R2120,completed,3,I-3845,19950316-0106
R2121,not started,,I-3026,19950316-0106
R2122,registered,,I-2055,19981226-0107
R2123,completed,3,I-1943,19981226-0107
R2124,withdrawn,,I-3708,19981226-0107
R2125,completed,4,I-1210,19981226-0107
R2126,completed,4,I-1741,19981226-0107
R2127,registered,,I-2059,19981226-0107
R2128,completed,4,I-2062,19981226-0107
R2129,not started,,I-56,19981226-0107
R2130,completed,3,I-2707,19981226-0107
R2131,registered,,I-1647,19981226-0107
R2132,registered,,I-491,19981226-0107
R2133,registered,,I-705,19981226-0107
R2134,completed,3,I-3848,19960818-0108
R2135,registered,,I-2516,19960818-0108
R2136,not started,,I-3853,19960818-0108
R2137,completed,3,I-3851,19960818-0108
R2138,registered,,I-3237,19960818-0108
R2139,not started,,I-3858,19960818-0108
R2140,not started,,I-3131,19960818-0108
R2141,withdrawn,,I-2200,19960818-0108
R2142,not started,,I-3855,19960818-0108
R2143,completed,3,I-5242,19960818-0108
R2144,withdrawn,,I-4714,19960818-0108
R2145,not started,,I-3656,19960818-0108
R2146,registered,,I-3969,19960818-0108
R2147,not started,,I-4081,19960818-0108
R2148,registered,,I-4291,19960818-0108
R2149,withdrawn,,I-2320,19960818-0108
R2150,not started,,I-4086,19960818-0108
R2151,registered,,I-3292,19970805-0109
R2152,withdrawn,,I-2671,19970805-0109
R2153,completed,3,I-2887,19970805-0109
R2154,withdrawn,,I-2886,19970805-0109
R2155,completed,5,I-1309,19970805-0109
R2156,registered,,I-2997,19970805-0109
R2157,not started,,I-4139,19970805-0109
R2158,not started,,I-3097,19970805-0109
R2159,completed,5,I-3428,19960118-0110
R2160,registered,,I-2920,19960118-0110
R2161,withdrawn,,I-4680,19960118-0110
R2162,not started,,I-4681,19960118-0110
R2163,withdrawn,,I-4169,19960118-0110
R2164,completed,4,I-4798,19960118-0110
R2165,withdrawn,,I-4800,19960118-0110
R2166,registered,,I-4804,19960118-0110
R2167,withdrawn,,I-4906,19960118-0110
R2168,completed,3,I-4907,19960118-0110
R2169,completed,4,I-4911,19960118-0110
R2170,withdrawn,,I-5333,19960118-0110
R2171,not started,,I-1522,19950511-0111
R2172,withdrawn,,I-3105,19950511-0111
R2173,registered,,I-1531,19950511-0111
R2174,not started,,I-1530,19950511-0111
R2175,completed,4,I-1529,19950511-0111
R2176,registered,,I-1524,19950511-0111
R2177,withdrawn,,I-2675,19950511-0111
R2178,not started,,I-1730,19950511-0111
R2179,not started,,I-1527,19950511-0111
R2180,completed,5,I-1528,19950511-0111
R2181,not started,,I-5412,19950511-0111
R2182,not started,,I-1954,19950511-0111
R2183,withdrawn,,I-1636,19950511-0111
R2184,not started,,I-1634,19950511-0111
R2185,completed,3,I-1635,19950511-0111
R2186,not started,,I-1637,19950511-0111
R2187,completed,4,I-1641,19950511-0111
R2188,registered,,I-1640,19950511-0111
R2189,withdrawn,,I-1638,19950511-0111
R2190,withdrawn,,I-5011,19990530-0112
R2191,not started,,I-5123,19990530-0112
R2192,not started,,I-5016,19990530-0112
R2193,registered,,I-189,19990530-0112
R2194,completed,4,I-3137,19990530-0112
R2195,not started,,I-720,19990530-0112
R2196,completed,5,I-5018,19990530-0112
R2197,completed,3,I-831,19990530-0112
R2198,not started,,I-5234,19990530-0112
R2199,completed,3,I-515,19990530-0112
R2200,completed,4,I-4073,19990530-0112
R2201,registered,,I-5137,19990530-0112
R2202,registered,,I-5132,19990530-0112
R2203,withdrawn,,I-5038,19990530-0112
R2204,completed,3,I-5245,19990530-0112
R2205,completed,3,I-5246,19990530-0112
R2206,completed,5,I-5247,19990530-0112
R2207,completed,5,I-3636,19961117-0113
R2208,completed,5,I-1653,19961117-0113
R2209,withdrawn,,I-5322,19961117-0113
R2210,withdrawn,,I-76,19961117-0113
R2211,not started,,I-5015,19961117-0113
R2212,completed,5,I-190,19961117-0113
R2213,withdrawn,,I-3338,19961117-0113
R2214,registered,,I-397,19961117-0113
R2215,registered,,I-298,19961117-0113
R2216,withdrawn,,I-299,19961117-0113
R2217,registered,,I-300,19961117-0113
R2218,withdrawn,,I-302,19961117-0113
R2219,registered,,I-2051,19981221-0114
R2220,registered,,I-793,19981221-0114
R2221,not started,,I-995,19981221-0114
R2222,registered,,I-2793,19981221-0114
R2223,completed,5,I-999,19981221-0114
R2224,not started,,I-994,19981221-0114
R2225,not started,,I-4878,19981221-0114
R2226,completed,3,I-2585,19981221-0114
R2227,not started,,I-1114,19981221-0114
R2228,completed,4,I-1115,19981221-0114
R2229,not started,,I-5416,19981221-0114
R2230,registered,,I-2168,19981221-0114
R2231,not started,,I-1737,19981221-0114
R2232,registered,,I-2173,19981221-0114
R2233,withdrawn,,I-1118,19981221-0114
R2234,not started,,I-2273,19981221-0114
R2235,not started,,I-700,19981221-0114
R2236,registered,,I-4354,19981221-0114
R2237,withdrawn,,I-1232,19981221-0114
R2238,withdrawn,,I-489,19981221-0114
R2239,not started,,I-2489,19950924-0115
R2240,registered,,I-3621,19950924-0115
R2241,completed,5,I-4156,19950924-0115
R2242,not started,,I-3622,19950924-0115
R2243,registered,,I-3737,19950924-0115
R2244,registered,,I-3738,19950924-0115
R2245,registered,,I-3438,19950924-0115
R2246,registered,,I-3739,19950924-0115
R2247,completed,4,I-3740,19950924-0115
R2248,registered,,I-4264,19950924-0115
R2249,withdrawn,,I-915,19950924-0115
R2250,withdrawn,,I-4797,19950924-0115
R2251,registered,,I-4490,19970112-0116
R2252,withdrawn,,I-4694,19970112-0116
R2253,completed,5,I-505,19970112-0116
R2254,completed,5,I-4700,19970112-0116
R2255,registered,,I-4816,19970112-0116
R2256,registered,,I-1574,19970112-0116
R2257,withdrawn,,I-4819,19970112-0116
R2258,completed,3,I-4387,19970112-0116
R2259,not started,,I-4927,19970112-0116
R2260,not started,,I-3664,19970112-0116
R2261,registered,,I-106,19970112-0116
R2262,withdrawn,,I-1270,19970112-0116
R2263,registered,,I-1228,19960911-0117
R2264,completed,3,I-702,19960911-0117
R2265,withdrawn,,I-703,19960911-0117
R2266,not started,,I-701,19960911-0117
R2267,not started,,I-815,19960911-0117
R2268,registered,,I-816,19960911-0117
R2269,withdrawn,,I-820,19960911-0117
R2270,not started,,I-2717,19960911-0117
R2271,completed,4,I-925,19960911-0117
R2272,withdrawn,,I-927,19960911-0117
R2273,not started,,I-829,19960911-0117
R2274,completed,5,I-2610,19960911-0117
R2275,completed,4,I-1001,19970925-0118
R2276,registered,,I-900,19970925-0118
R2277,completed,5,I-1003,19970925-0118
R2278,not started,,I-1004,19970925-0118
R2279,not started,,I-1122,19970925-0118
R2280,completed,5,I-2595,19970925-0118
R2281,completed,3,I-3729,19970925-0118
R2282,not started,,I-1442,19970925-0118
R2283,withdrawn,,I-811,19970925-0118
R2284,registered,,I-1235,19970925-0118
R2285,withdrawn,,I-1237,19970925-0118
R2286,completed,5,I-2398,19970925-0118
R2287,completed,3,I-1239,19970925-0118
R2288,withdrawn,,I-2711,19961108-0119
R2289,withdrawn,,I-2713,19961108-0119
R2290,registered,,I-2717,19961108-0119
R2291,withdrawn,,I-1239,19961108-0119
R2292,completed,3,I-2822,19961108-0119
R2293,completed,3,I-1470,19961108-0119
R2294,registered,,I-1984,19961108-0119
R2295,completed,3,I-2829,19961108-0119
R2296,not started,,I-1965,19960829-0120
R2297,completed,5,I-3828,19960829-0120
R2298,not started,,I-912,19960829-0120
R2299,completed,4,I-3322,19960829-0120
R2300,registered,,I-3945,19960829-0120
R2301,completed,4,I-3946,19960829-0120
R2302,not started,,I-3948,19960829-0120
R2303,registered,,I-3949,19960829-0120
R2304,not started,,I-3633,19960829-0120
R2305,not started,,I-3952,19960829-0120
R2306,not started,,I-916,19960829-0120
R2307,completed,3,I-1243,19960829-0120
R2308,not started,,I-4481,19960829-0120
R2309,registered,,I-929,19960829-0120
R2310,registered,,I-4065,19960829-0120
R2311,not started,,I-1770,19960829-0120
R2312,withdrawn,,I-4070,19960829-0120
R2313,completed,5,I-2300,19990317-0121
R2314,completed,3,I-3336,19990317-0121
R2315,not started,,I-4591,19990317-0121
R2316,withdrawn,,I-3445,19990317-0121
R2317,registered,,I-301,19990317-0121
R2318,registered,,I-5452,19990317-0121
R2319,completed,4,I-4080,19990317-0121
R2320,not started,,I-5135,19990317-0121
R2321,completed,4,I-994,19990521-0122
R2322,completed,5,I-4666,19990521-0122
R2323,completed,4,I-4978,19990521-0122
R2324,completed,5,I-795,19990521-0122
R2325,completed,5,I-5092,19990521-0122
R2326,completed,3,I-2689,19990521-0122
R2327,withdrawn,,I-5094,19990521-0122
R2328,withdrawn,,I-5097,19990521-0122
R2329,completed,4,I-380,19990521-0122
R2330,withdrawn,,I-5210,19990521-0122
R2331,completed,4,I-4044,19990521-0122
R2332,not started,,I-4261,19990521-0122
R2333,withdrawn,,I-1563,19950709-0123
R2334,withdrawn,,I-1028,19950709-0123
R2335,registered,,I-1029,19950709-0123
R2336,withdrawn,,I-1031,19950709-0123
R2337,registered,,I-5226,19950709-0123
R2338,not started,,I-1984,19950709-0123
R2339,withdrawn,,I-1034,19950709-0123
R2340,completed,4,I-1981,19950709-0123
R2341,registered,,I-1037,19950709-0123
R2342,not started,,I-291,19950709-0123
R2343,registered,,I-1150,19950709-0123
R2344,completed,5,I-1151,19950709-0123
R2345,withdrawn,,I-1153,19950709-0123
R2346,not started,,I-1159,19950709-0123
R2347,not started,,I-3358,19950709-0123
R2348,not started,,I-3464,19950709-0123
R2349,not started,,I-3559,19950709-0123
R2350,not started,,I-1266,19950709-0123
R2351,not started,,I-5318,19950214-0124
R2352,not started,,I-5319,19950214-0124
R2353,completed,4,I-5320,19950214-0124
R2354,withdrawn,,I-4267,19950214-0124
R2355,registered,,I-5436,19950214-0124
R2356,not started,,I-3239,19950214-0124
R2357,completed,4,I-5438,19950214-0124
R2358,withdrawn,,I-5439,19950214-0124
R2359,completed,4,I-3819,19950817-0125
R2360,not started,,I-3820,19950817-0125
R2361,registered,,I-3826,19950817-0125
R2362,registered,,I-3824,19950817-0125
R2363,registered,,I-3933,19950817-0125
R2364,registered,,I-2921,19950817-0125
R2365,withdrawn,,I-3938,19950817-0125
R2366,registered,,I-2599,19950817-0125
R2367,not started,,I-4052,19950817-0125
R2368,completed,3,I-4054,19950817-0125
R2369,completed,5,I-1343,19950817-0125
R2370,registered,,I-2500,19950817-0125
R2371,registered,,I-1652,19990405-0126
R2372,withdrawn,,I-1236,19990405-0126
R2373,not started,,I-3840,19990405-0126
R2374,withdrawn,,I-290,19990405-0126
R2375,registered,,I-3955,19990405-0126
R2376,registered,,I-3958,19990405-0126
R2377,completed,3,I-2194,19990405-0126
R2378,registered,,I-3233,19990405-0126
R2379,completed,3,I-4072,19990405-0126
R2380,withdrawn,,I-3047,19990405-0126
R2381,withdrawn,,I-1151,19990405-0126
R2382,not started,,I-2944,19990405-0126
R2383,registered,,I-1319,19970422-0127
R2384,not started,,I-2485,19970422-0127
R2385,registered,,I-2064,19970422-0127
R2386,not started,,I-1327,19970422-0127
R2387,not started,,I-1440,19970422-0127
R2388,registered,,I-1441,19970422-0127
R2389,completed,4,I-807,19970422-0127
R2390,withdrawn,,I-1448,19970422-0127
R2391,not started,,I-2252,19950225-0128
R2392,completed,4,I-2458,19950225-0128
R2393,not started,,I-4654,19950225-0128
R2394,not started,,I-4022,19950225-0128
R2395,not started,,I-894,19950225-0128
R2396,completed,5,I-2370,19950225-0128
R2397,registered,,I-4548,19950225-0128
R2398,not started,,I-2056,19950225-0128
R2399,withdrawn,,I-352,19980410-0129
R2400,registered,,I-2037,19980410-0129
R2401,withdrawn,,I-5186,19980410-0129
R2402,completed,3,I-2039,19980410-0129
R2403,completed,5,I-4977,19980410-0129
R2404,registered,,I-3918,19980410-0129
R2405,registered,,I-3919,19980410-0129
R2406,completed,4,I-790,19980410-0129
R2407,completed,5,I-4034,19980410-0129
R2408,withdrawn,,I-4035,19980410-0129
R2409,completed,4,I-3012,19980410-0129
R2410,withdrawn,,I-4350,19980410-0129
R2411,completed,5,I-4036,19980410-0129
R2412,not started,,I-1739,19980410-0129
R2413,withdrawn,,I-4040,19980410-0129
R2414,registered,,I-4039,19980410-0129
R2415,completed,4,I-2284,19980617-0130
R2416,registered,,I-2286,19980617-0130
R2417,withdrawn,,I-2285,19980617-0130
R2418,registered,,I-1443,19980617-0130
R2419,withdrawn,,I-2396,19980617-0130
R2420,completed,3,I-286,19980617-0130
R2421,not started,,I-2403,19980617-0130
R2422,completed,3,I-2402,19980617-0130
R2423,not started,,I-383,19970117-0131
R2424,registered,,I-3222,19970117-0131
R2425,registered,,I-388,19970117-0131
R2426,withdrawn,,I-4805,19970117-0131
R2427,not started,,I-386,19970117-0131
R2428,not started,,I-4689,19970117-0131
R2429,completed,3,I-5524,19970117-0131
R2430,withdrawn,,I-1551,19970117-0131
R2431,registered,,I-5480,19970117-0131
R2432,completed,5,I-392,19970117-0131
R2433,not started,,I-4903,19970117-0131
R2434,not started,,I-5502,19970117-0131
R2435,completed,3,I-4688,19970117-0131
R2436,withdrawn,,I-503,19970117-0131
R2437,not started,,I-506,19970117-0131
R2438,not started,,I-2725,19970117-0131
R2439,registered,,I-5481,19970117-0131
R2440,withdrawn,,I-620,19970117-0131
R2441,completed,3,I-1039,19970117-0131
R2442,completed,5,I-2836,19970117-0131
R2443,registered,,I-622,19970117-0131
R2444,withdrawn,,I-5112,19950225-0132
R2445,completed,5,I-701,19950225-0132
R2446,registered,,I-1851,19950225-0132
R2447,not started,,I-2700,19950225-0132
R2448,completed,4,I-815,19950225-0132
R2449,withdrawn,,I-1340,19950225-0132
R2450,completed,5,I-817,19950225-0132
R2451,registered,,I-388,19950225-0132
R2452,registered,,I-818,19950225-0132
R2453,completed,3,I-820,19950225-0132
R2454,not started,,I-826,19950225-0132
R2455,withdrawn,,I-821,19950225-0132
R2456,not started,,I-822,19950225-0132
R2457,registered,,I-5222,19950225-0132
R2458,registered,,I-925,19950225-0132
R2459,not started,,I-927,19950225-0132
R2460,not started,,I-504,19950225-0132
R2461,withdrawn,,I-4815,19950225-0132
R2462,registered,,I-880,19961005-0133
R2463,not started,,I-1308,19961005-0133
R2464,registered,,I-1830,19961005-0133
R2465,not started,,I-3608,19961005-0133
R2466,not started,,I-1831,19961005-0133
R2467,completed,5,I-997,19961005-0133
R2468,registered,,I-3507,19960809-0134
R2469,registered,,I-254,19960809-0134
R2470,registered,,I-4339,19960809-0134
R2471,withdrawn,,I-46,19960809-0134
R2472,registered,,I-5412,19960809-0134
R2473,not started,,I-2910,19960809-0134
R2474,withdrawn,,I-162,19960809-0134
R2475,completed,3,I-163,19960809-0134
R2476,not started,,I-164,19960809-0134
R2477,completed,3,I-4676,19960809-0134
R2478,completed,4,I-166,19960809-0134
R2479,completed,3,I-167,19960809-0134
R2480,not started,,I-168,19960809-0134
R2481,not started,,I-272,19960809-0134
R2482,completed,4,I-4263,19960809-0134
R2483,registered,,I-274,19960809-0134
R2484,completed,5,I-278,19960809-0134
R2485,registered,,I-5112,19990713-0135
R2486,completed,3,I-702,19990713-0135
R2487,completed,3,I-707,19990713-0135
R2488,completed,3,I-706,19990713-0135
R2489,withdrawn,,I-2925,19990713-0135
R2490,registered,,I-816,19990713-0135
R2491,completed,4,I-388,19990713-0135
R2492,completed,5,I-825,19990713-0135
R2493,completed,4,I-925,19990713-0135
R2494,withdrawn,,I-927,19990713-0135
R2495,withdrawn,,I-295,19990713-0135
R2496,withdrawn,,I-931,19990713-0135
R2497,registered,,I-5301,19990626-0136
R2498,completed,5,I-5303,19990626-0136
R2499,withdrawn,,I-5304,19990626-0136
R2500,not started,,I-3517,19990626-0136
R2501,registered,,I-5417,19990626-0136
R2502,withdrawn,,I-1445,19990626-0136
R2503,not started,,I-600,19990626-0136
R2504,completed,3,I-5425,19990626-0136
R2505,not started,,I-1300,19980203-0137
R2506,completed,4,I-3701,19980203-0137
R2507,completed,5,I-1306,19980203-0137
R2508,not started,,I-1307,19980203-0137
R2509,withdrawn,,I-4449,19980203-0137
R2510,completed,4,I-2789,19980203-0137
R2511,completed,3,I-1425,19980203-0137
R2512,not started,,I-470,19980203-0137
R2513,registered,,I-2883,19980720-0138
R2514,completed,3,I-886,19980720-0138
R2515,not started,,I-143,19980720-0138
R2516,registered,,I-2891,19980720-0138
R2517,registered,,I-577,19980720-0138
R2518,registered,,I-1317,19980720-0138
R2519,not started,,I-4454,19980720-0138
R2520,completed,4,I-5403,19980720-0138
R2521,registered,,I-2901,19980720-0138
R2522,registered,,I-3003,19980720-0138
R2523,withdrawn,,I-2376,19980720-0138
R2524,registered,,I-3004,19980720-0138
R2525,completed,4,I-4774,19951130-0139
R2526,not started,,I-4458,19951130-0139
R2527,registered,,I-5096,19951130-0139
R2528,registered,,I-3932,19951130-0139
R2529,withdrawn,,I-2807,19951130-0139
R2530,registered,,I-3122,19951130-0139
R2531,registered,,I-5108,19951130-0139
R2532,completed,4,I-5107,19951130-0139
R2533,completed,4,I-4586,19951130-0139
R2534,withdrawn,,I-5217,19951130-0139
R2535,not started,,I-3325,19951130-0139
R2536,completed,5,I-5219,19951130-0139
R2537,registered,,I-1001,19950317-0140
R2538,completed,4,I-900,19950317-0140
R2539,registered,,I-4462,19950317-0140
R2540,completed,5,I-1004,19950317-0140
R2541,completed,5,I-1122,19950317-0140
R2542,not started,,I-3729,19950317-0140
R2543,registered,,I-69,19950317-0140
R2544,withdrawn,,I-706,19950317-0140
R2545,withdrawn,,I-1123,19950317-0140
R2546,withdrawn,,I-4901,19950317-0140
R2547,registered,,I-2398,19950317-0140
R2548,not started,,I-1236,19950317-0140
R2549,not started,,I-1559,19950317-0140
R2550,withdrawn,,I-4229,19980421-0141
R2551,registered,,I-1932,19980421-0141
R2552,registered,,I-1933,19980421-0141
R2553,completed,5,I-1934,19980421-0141
R2554,withdrawn,,I-1097,19980421-0141
R2555,not started,,I-1935,19980421-0141
R2556,withdrawn,,I-1937,19980421-0141
R2557,not started,,I-3399,19980421-0141
R2558,registered,,I-1939,19980421-0141
R2559,withdrawn,,I-4666,19980421-0141
R2560,withdrawn,,I-357,19980421-0141
R2561,completed,3,I-3603,19980421-0141
R2562,not started,,I-1726,19980421-0141
R2563,completed,3,I-2057,19980421-0141
R2564,completed,3,I-1424,19980421-0141
R2565,not started,,I-3404,19980421-0141
R2566,not started,,I-3402,19980421-0141
R2567,completed,5,I-2053,19980421-0141
R2568,completed,3,I-2052,19980421-0141
R2569,registered,,I-2167,19980421-0141
R2570,not started,,I-5202,19980421-0141
R2571,not started,,I-2169,19980421-0141
R2572,completed,3,I-2687,19980421-0141
R2573,not started,,I-4686,19960406-0142
R2574,registered,,I-1971,19960406-0142
R2575,completed,5,I-4690,19960406-0142
R2576,completed,4,I-4691,19960406-0142
R2577,withdrawn,,I-1668,19960406-0142
R2578,completed,5,I-3750,19960406-0142
R2579,completed,4,I-1463,19960406-0142
R2580,registered,,I-4810,19960406-0142
R2581,withdrawn,,I-4918,19960406-0142
R2582,registered,,I-4921,19960406-0142
R2583,not started,,I-4922,19960406-0142
R2584,withdrawn,,I-2830,19960406-0142
R2585,registered,,I-4693,19950604-0143
R2586,withdrawn,,I-2615,19950604-0143
R2587,not started,,I-505,19950604-0143
R2588,not started,,I-4698,19950604-0143
R2589,withdrawn,,I-1570,19950604-0143
R2590,registered,,I-4597,19950604-0143
R2591,not started,,I-5122,19950604-0143
R2592,not started,,I-2609,19950604-0143
R2593,completed,5,I-3848,19950604-0143
R2594,not started,,I-4714,19950604-0143
R2595,not started,,I-1574,19950604-0143
R2596,completed,5,I-2524,19950604-0143
R2597,withdrawn,,I-4818,19950604-0143
R2598,completed,5,I-850,19950604-0143
R2599,withdrawn,,I-4929,19950604-0143
R2600,completed,3,I-4934,19950604-0143
R2601,registered,,I-1161,19950604-0143
R2602,registered,,I-469,19971113-0144
R2603,completed,3,I-4333,19971113-0144
R2604,registered,,I-4335,19971113-0144
R2605,completed,4,I-4033,19971113-0144
R2606,registered,,I-4455,19971113-0144
R2607,registered,,I-3932,19971113-0144
R2608,completed,4,I-4457,19971113-0144
R2609,completed,5,I-4459,19971113-0144
R2610,completed,5,I-1014,19971113-0144
R2611,not started,,I-4570,19971113-0144
R2612,completed,3,I-4569,19971113-0144
R2613,registered,,I-4571,19971113-0144
R2614,withdrawn,,I-4376,19980928-0145
R2615,completed,5,I-2201,19980928-0145
R2616,withdrawn,,I-3444,19980928-0145
R2617,completed,5,I-4384,19980928-0145
R2618,completed,5,I-2620,19980928-0145
R2619,withdrawn,,I-1360,19980928-0145
R2620,registered,,I-4495,19980928-0145
R2621,withdrawn,,I-4498,19980928-0145
R2622,withdrawn,,I-4608,19980928-0145
R2623,registered,,I-2218,19980928-0145
R2624,completed,3,I-4610,19980928-0145
R2625,withdrawn,,I-4614,19980928-0145
R2626,registered,,I-4669,19970619-0146
R2627,registered,,I-2687,19970619-0146
R2628,registered,,I-4671,19970619-0146
R2629,completed,5,I-1847,19970619-0146
R2630,registered,,I-4568,19970619-0146
R2631,withdrawn,,I-4787,19970619-0146
R2632,withdrawn,,I-4788,19970619-0146
R2633,completed,5,I-809,19970619-0146
R2634,withdrawn,,I-4896,19970619-0146
R2635,not started,,I-1860,19970619-0146
R2636,registered,,I-4901,19970619-0146
R2637,completed,3,I-4480,19970619-0146
R2638,not started,,I-1009,19980920-0147
R2639,completed,3,I-4466,19980920-0147
R2640,registered,,I-1011,19980920-0147
R2641,completed,5,I-1445,19980920-0147
R2642,withdrawn,,I-2186,19980920-0147
R2643,withdrawn,,I-1133,19980920-0147
R2644,registered,,I-1132,19980920-0147
R2645,registered,,I-1136,19980920-0147
R2646,not started,,I-4489,19980920-0147
R2647,withdrawn,,I-724,19980920-0147
R2648,registered,,I-1248,19980920-0147
R2649,not started,,I-1247,19980920-0147
R2650,not started,,I-4589,19950818-0148
R2651,not started,,I-4916,19950818-0148
R2652,withdrawn,,I-91,19950818-0148
R2653,completed,5,I-834,19950818-0148
R2654,registered,,I-512,19950818-0148
R2655,withdrawn,,I-4178,19950818-0148
R2656,withdrawn,,I-4697,19950818-0148
R2657,completed,3,I-3648,19950818-0148
R2658,registered,,I-4283,19950818-0148
R2659,registered,,I-4284,19950818-0148
R2660,not started,,I-1361,19950818-0148
R2661,not started,,I-4289,19950818-0148
R2662,withdrawn,,I-3936,19980804-0149
R2663,completed,3,I-1751,19980804-0149
R2664,completed,4,I-2703,19980804-0149
R2665,withdrawn,,I-178,19980804-0149
R2666,not started,,I-2190,19980804-0149
R2667,not started,,I-5221,19980804-0149
R2668,withdrawn,,I-2814,19980804-0149
R2669,not started,,I-3842,19980804-0149
R2670,registered,,I-483,19950331-0150
R2671,registered,,I-4993,19950331-0150
R2672,completed,4,I-4994,19950331-0150
R2673,completed,5,I-4997,19950331-0150
R2674,completed,3,I-5113,19950331-0150
R2675,registered,,I-5114,19950331-0150
R2676,withdrawn,,I-501,19950331-0150
R2677,registered,,I-5116,19950331-0150
R2678,registered,,I-5226,19950331-0150
R2679,completed,3,I-2933,19950331-0150
R2680,registered,,I-2825,19950331-0150
R2681,completed,4,I-4275,19950331-0150
R2682,completed,3,I-3422,19960607-0151
R2683,registered,,I-1545,19960607-0151
R2684,registered,,I-3425,19960607-0151
R2685,not started,,I-4887,19960607-0151
R2686,withdrawn,,I-3527,19960607-0151
R2687,completed,5,I-3529,19960607-0151
R2688,registered,,I-3531,19960607-0151
R2689,not started,,I-493,19960607-0151
R2690,not started,,I-4669,19961024-0152
R2691,withdrawn,,I-4671,19961024-0152
R2692,completed,5,I-2279,19961024-0152
R2693,registered,,I-4040,19961024-0152
R2694,not started,,I-4157,19961024-0152
R2695,registered,,I-4787,19961024-0152
R2696,withdrawn,,I-4789,19961024-0152
R2697,completed,3,I-809,19961024-0152
R2698,withdrawn,,I-4788,19961024-0152
R2699,registered,,I-4796,19961024-0152
R2700,not started,,I-5215,19961024-0152
R2701,withdrawn,,I-4793,19961024-0152
R2702,registered,,I-4681,19961024-0152
R2703,not started,,I-703,19961024-0152
R2704,registered,,I-4896,19961024-0152
R2705,withdrawn,,I-3332,19961024-0152
R2706,completed,3,I-391,19961024-0152
R2707,registered,,I-3534,19961024-0152
R2708,completed,5,I-5292,19961222-0153
R2709,not started,,I-3003,19961222-0153
R2710,registered,,I-5296,19961222-0153
R2711,registered,,I-5294,19961222-0153
R2712,registered,,I-3212,19961222-0153
R2713,withdrawn,,I-4251,19961222-0153
R2714,completed,5,I-4987,19961222-0153
R2715,registered,,I-3009,19961222-0153
R2716,completed,3,I-4550,19990226-0154
R2717,not started,,I-1208,19990226-0154
R2718,withdrawn,,I-890,19990226-0154
R2719,not started,,I-5404,19990226-0154
R2720,registered,,I-3606,19990226-0154
R2721,registered,,I-2264,19990226-0154
R2722,withdrawn,,I-3409,19990226-0154
R2723,not started,,I-5407,19990226-0154
R2724,registered,,I-3407,19990226-0154
R2725,registered,,I-3411,19990226-0154
R2726,withdrawn,,I-2687,19990226-0154
R2727,withdrawn,,I-1534,19990226-0154
R2728,withdrawn,,I-3414,19990226-0154
R2729,registered,,I-3518,19990226-0154
