InstanceId,studyPeriod,academicYear,planningNumStudents,seniorHours,assistantHours,Contains,ExaminedBy
I-4422,2,2014-2015,60,240,240,1193,19570615-0011
I-4423,1,2014-2015,40,260,240,1165,19680712-0028
I-4424,2,2014-2015,20,260,240,1065,19640220-0029
I-4425,3,2015-2016,20,280,360,1112,19570828-0008
I-4426,2,2015-2016,60,280,200,1238,19561222-0030
I-4427,4,2015-2016,60,260,420,1188,19680712-0028
I-4428,1,2015-2016,20,240,200,1135,19611219-0014
I-4429,4,2015-2016,50,240,420,1058,19630126-0001
I-4430,1,2015-2016,40,280,240,1198,19640220-0029
I-4431,4,2015-2016,20,240,300,1158,19600814-0002
I-4432,2,2015-2016,60,280,360,1100,19600814-0002
I-4433,4,2015-2016,40,260,280,1081,19600529-0021
I-4434,2,2015-2016,60,280,420,1078,19590129-0004
I-4435,3,2016-2017,50,240,420,1267,19650303-0019
I-4436,4,2016-2017,40,260,200,1064,19640220-0029
I-4437,3,2016-2017,20,260,200,1291,19650303-0019
I-4438,1,2016-2017,40,240,300,1277,19611219-0014
I-4439,4,2016-2017,40,240,300,1212,19610918-0027
I-4440,4,2016-2017,40,280,240,1123,19640414-0013
I-4441,2,2016-2017,20,280,280,1220,19600814-0002
I-4442,4,2016-2017,40,280,300,1165,19560612-0010
I-4443,2,2016-2017,40,240,300,1077,19560612-0010
I-4444,1,2016-2017,20,240,240,1056,19610620-0006
I-4445,4,2017-2018,60,240,280,1282,19560812-0016
I-4446,3,2017-2018,50,260,200,1089,19630126-0001
I-4447,4,2017-2018,20,280,240,1297,19690513-0015
I-4448,1,2017-2018,60,280,300,1248,19630126-0001
I-4449,1,2017-2018,60,260,360,1227,19620424-0026
I-4450,2,2017-2018,50,260,280,1037,19610918-0027
I-4451,2,2017-2018,20,240,300,1296,19580218-0007
I-4452,1,2017-2018,40,240,300,1266,19680712-0028
I-4453,3,2017-2018,40,240,200,1201,19580515-0017
I-4454,1,2017-2018,40,260,240,1011,19640414-0013
I-4455,2,2018-2019,20,240,240,1178,19690513-0015
I-4456,2,2018-2019,20,260,280,1033,19600814-0002
I-4457,3,2018-2019,50,260,360,1258,19601021-0018
I-4458,1,2018-2019,20,260,360,1096,19650303-0019
I-4459,3,2018-2019,40,260,280,1065,19620522-0023
I-4460,1,2018-2019,60,240,280,1263,19600814-0002
I-4461,1,2018-2019,60,280,240,1211,19620522-0023
I-4462,4,2018-2019,40,280,360,1184,19620424-0026
I-4463,1,2018-2019,40,280,420,1173,19640220-0029
I-4464,1,2018-2019,20,260,420,1027,19610918-0027
I-4465,4,2018-2019,20,240,200,1012,19570615-0011
I-4466,2,2019-2020,50,280,300,1080,19630126-0001
I-4467,1,2019-2020,60,240,360,1032,19560612-0010
I-4468,4,2019-2020,40,240,360,1282,19611219-0014
I-4469,3,2019-2020,40,240,280,1124,19650303-0019
I-4470,2,2019-2020,40,280,420,1083,19580218-0007
I-4471,3,2019-2020,60,240,360,1026,19650303-0019
I-4472,3,2019-2020,40,240,420,1297,19560705-0025
I-4473,3,2019-2020,60,260,360,1152,19560812-0016
I-4474,4,2019-2020,40,260,280,1028,19660630-0020
I-4475,4,2019-2020,40,280,240,1006,19620522-0023
I-4476,4,2020-2021,50,240,360,1046,19600814-0002
I-4477,4,2020-2021,40,280,200,1271,19660630-0020
I-4478,3,2020-2021,40,260,420,1201,19560705-0025
I-4479,3,2020-2021,50,240,240,1258,19630126-0001
I-4480,1,2020-2021,60,280,300,1259,19640220-0029
I-4481,3,2020-2021,60,280,360,1241,19620522-0023
I-4482,3,2020-2021,50,240,420,1038,19680712-0028
I-4483,1,2020-2021,40,280,240,1022,19610918-0027
I-4484,4,2021-2022,50,240,280,1043,19560705-0025
I-4485,3,2021-2022,60,260,360,1264,19640220-0029
I-4486,4,2021-2022,50,240,300,1041,19640220-0029
I-4487,4,2021-2022,60,260,420,1037,19560612-0010
I-4488,1,2021-2022,60,280,300,1270,19610620-0006
I-4489,1,2021-2022,60,280,200,1254,19620424-0026
I-4490,1,2021-2022,50,260,420,1232,19590129-0004
I-4491,1,2021-2022,40,260,300,1032,19601021-0018
I-4492,1,2022-2023,60,260,280,1177,19680712-0028
I-4493,2,2022-2023,50,260,200,1262,19570615-0011
I-4494,2,2022-2023,40,280,300,1242,19640220-0029
I-4495,4,2022-2023,20,240,280,1104,19570828-0008
I-4496,3,2022-2023,40,260,200,1263,19600905-0003
I-4497,2,2022-2023,40,260,300,1226,19570826-0012
I-4498,2,2022-2023,60,240,200,1158,19570826-0012
I-4499,4,2022-2023,40,280,300,1037,19580218-0007
I-4500,1,2022-2023,50,280,360,1011,19610620-0006
I-4501,4,2023-2024,20,280,360,1155,19580218-0007
I-4502,1,2023-2024,60,240,240,1034,19590129-0004
I-4503,1,2023-2024,60,240,360,1273,19600905-0003
I-4504,2,2023-2024,60,280,200,1220,19600529-0021
I-4505,4,2023-2024,40,280,300,1099,19560612-0010
I-4506,4,2023-2024,40,240,360,1080,19610918-0027
I-4507,1,2023-2024,50,280,240,1283,19600814-0002
I-4508,2,2023-2024,60,260,240,1189,19580515-0017
I-4509,3,2023-2024,20,260,360,1092,19610623-0005
I-4510,4,2023-2024,20,280,360,1005,19660630-0020
I-4511,4,2013-2014,20,240,420,1218,19570828-0008
I-4512,2,2013-2014,50,280,420,1287,19560705-0025
I-4513,1,2013-2014,20,280,360,1212,19610620-0006
I-4514,1,2013-2014,50,280,300,1077,19610620-0006
I-4515,2,2013-2014,50,240,240,1070,19620831-0024
I-4516,2,2013-2014,20,280,280,1224,19610918-0027
I-4517,3,2013-2014,60,240,300,1153,19560812-0016
I-4518,4,2013-2014,40,280,300,1119,19690408-0009
I-4519,1,2013-2014,60,280,300,1111,19610623-0005
I-4520,3,2013-2014,40,280,360,1086,19590129-0004
I-4521,2,2013-2014,50,240,300,1080,19690917-0022
I-4522,4,2014-2015,20,280,240,1290,19610918-0027
I-4523,2,2014-2015,20,280,280,1189,19580218-0007
I-4524,4,2014-2015,60,240,200,1096,19570826-0012
I-4525,1,2014-2015,20,260,300,1297,19620831-0024
I-4526,3,2014-2015,60,280,200,1174,19660630-0020
I-4527,1,2014-2015,20,260,280,1168,19600814-0002
I-4528,1,2014-2015,20,280,200,1113,19640414-0013
I-4529,3,2014-2015,60,260,300,1053,19610918-0027
I-4530,4,2015-2016,40,260,240,1136,19600905-0003
I-4531,3,2015-2016,40,260,280,1226,19610620-0006
I-4532,2,2015-2016,50,240,300,1218,19610918-0027
I-4533,2,2015-2016,50,280,420,1165,19600529-0021
I-4534,1,2015-2016,40,280,200,1083,19620831-0024
I-4535,2,2015-2016,60,260,280,1291,19561222-0030
I-4536,4,2015-2016,60,240,200,1245,19620831-0024
I-4537,1,2015-2016,40,240,360,1158,19640414-0013
I-4538,4,2015-2016,40,280,360,1134,19690917-0022
I-4539,3,2015-2016,50,280,280,1121,19600814-0002
I-4540,3,2015-2016,50,240,240,1112,19620522-0023
I-4541,1,2016-2017,20,280,420,1118,19601021-0018
I-4542,1,2016-2017,20,260,240,1128,19580515-0017
I-4543,2,2016-2017,50,240,240,1054,19630126-0001
I-4544,3,2016-2017,50,280,280,1243,19640414-0013
I-4545,1,2016-2017,50,260,420,1215,19570615-0011
I-4546,2,2016-2017,50,240,420,1061,19601021-0018
I-4547,4,2016-2017,60,280,420,1040,19620522-0023
I-4548,2,2017-2018,20,280,200,1258,19610623-0005
I-4549,3,2017-2018,20,240,240,1172,19690917-0022
I-4550,2,2017-2018,60,240,280,1283,19560705-0025
I-4551,2,2017-2018,50,260,240,1278,19601021-0018
I-4552,2,2017-2018,20,240,280,1156,19580515-0017
I-4553,4,2017-2018,20,280,240,1107,19580218-0007
I-4554,2,2017-2018,60,240,200,1082,19640220-0029
I-4555,3,2017-2018,40,240,280,1057,19601021-0018
I-4556,1,2017-2018,60,280,200,1036,19600905-0003
I-4557,2,2018-2019,50,260,300,1144,19611219-0014
I-4558,4,2018-2019,40,240,300,1249,19570615-0011
I-4559,3,2018-2019,40,260,300,1246,19620831-0024
I-4560,4,2018-2019,60,240,280,1094,19601021-0018
I-4561,2,2018-2019,40,240,280,1028,19611219-0014
I-4562,2,2018-2019,50,260,300,1268,19580218-0007
I-4563,1,2018-2019,20,280,420,1179,19601021-0018
I-4564,2,2018-2019,50,280,420,1170,19560612-0010
I-4565,2,2018-2019,60,260,360,1158,19640220-0029
I-4566,3,2018-2019,60,240,200,1062,19580218-0007
I-4567,1,2019-2020,50,260,360,1194,19580515-0017
I-4568,1,2019-2020,60,280,240,1250,19690513-0015
I-4569,3,2019-2020,50,240,300,1241,19580218-0007
I-4570,3,2019-2020,20,280,240,1222,19640220-0029
I-4571,1,2019-2020,20,260,240,1159,19600814-0002
I-4572,3,2019-2020,60,260,240,1259,19560812-0016
I-4573,3,2019-2020,60,260,200,1244,19570615-0011
I-4574,1,2019-2020,50,280,240,1238,19570826-0012
I-4575,4,2019-2020,20,240,360,1203,19600905-0003
I-4576,2,2019-2020,20,260,240,1054,19580218-0007
I-4577,3,2019-2020,60,260,280,1016,19640220-0029
I-4578,4,2020-2021,50,260,300,1206,19570615-0011
I-4579,1,2020-2021,40,240,420,1004,19590129-0004
I-4580,1,2020-2021,60,260,280,1268,19600814-0002
I-4581,4,2020-2021,40,240,200,1193,19601021-0018
I-4582,3,2020-2021,60,260,240,1141,19620831-0024
I-4583,4,2020-2021,50,260,360,1028,19660630-0020
I-4584,2,2020-2021,20,280,280,1235,19580218-0007
I-4585,2,2020-2021,60,260,420,1185,19690513-0015
I-4586,3,2020-2021,50,260,360,1173,19600814-0002
I-4587,1,2020-2021,60,240,300,1103,19561222-0030
I-4588,3,2020-2021,50,240,300,1010,19620522-0023
I-4589,4,2021-2022,20,260,280,1159,19630126-0001
I-4590,4,2021-2022,40,240,420,1294,19600814-0002
I-4591,1,2021-2022,20,280,240,1281,19601021-0018
I-4592,3,2021-2022,60,280,240,1137,19690408-0009
I-4593,1,2021-2022,40,240,240,1098,19660630-0020
I-4594,2,2021-2022,20,260,420,1285,19560705-0025
I-4595,3,2021-2022,20,240,280,1223,19560612-0010
I-4596,4,2021-2022,20,240,300,1207,19611219-0014
I-4597,1,2021-2022,20,280,200,1160,19640414-0013
I-4598,2,2021-2022,20,260,300,1104,19610918-0027
I-4599,3,2021-2022,50,260,200,1044,19570826-0012
I-4600,3,2022-2023,50,260,280,1043,19560812-0016
I-4601,2,2022-2023,40,240,360,1217,19600814-0002
I-4602,3,2022-2023,50,240,420,1088,19570828-0008
I-4603,3,2022-2023,20,280,300,1250,19590129-0004
I-4604,1,2022-2023,60,260,200,1222,19601021-0018
I-4605,2,2022-2023,60,280,300,1127,19580515-0017
I-4606,3,2022-2023,40,280,360,1099,19600905-0003
I-4607,2,2022-2023,40,280,200,1092,19620424-0026
I-4608,3,2023-2024,20,280,280,1035,19610918-0027
I-4609,4,2023-2024,20,280,280,1297,19640220-0029
I-4610,3,2023-2024,40,280,360,1222,19570826-0012
I-4611,1,2023-2024,40,280,200,1146,19600905-0003
I-4612,4,2023-2024,40,260,280,1239,19680712-0028
I-4613,4,2023-2024,60,260,200,1092,19570826-0012
I-4614,2,2023-2024,60,260,200,1088,19570828-0008
I-4615,3,2023-2024,20,240,300,1050,19640414-0013
I-4616,2,2023-2024,20,280,280,1030,19600814-0002
I-4617,3,2023-2024,40,260,200,1014,19580515-0017
I-4618,2,2013-2014,40,260,240,1182,19570828-0008
I-4619,4,2013-2014,40,240,360,1004,19690408-0009
I-4620,2,2013-2014,50,240,280,1262,19640220-0029
I-4621,3,2013-2014,50,260,300,1159,19650303-0019
I-4622,4,2013-2014,60,280,200,1104,19690917-0022
I-4623,3,2013-2014,40,240,200,1228,19600814-0002
I-4624,1,2013-2014,20,240,200,1215,19630126-0001
I-4625,1,2013-2014,60,280,300,1191,19640220-0029
I-4626,3,2013-2014,40,280,360,1095,19680712-0028
I-4627,4,2013-2014,20,240,360,1030,19610623-0005
I-4628,3,2014-2015,50,280,300,1272,19570828-0008
I-4629,1,2014-2015,20,280,420,1088,19620424-0026
I-4630,2,2014-2015,40,260,280,1227,19570828-0008
I-4631,1,2014-2015,40,240,360,1146,19660630-0020
I-4632,2,2014-2015,60,280,240,1242,19590129-0004
I-4633,1,2014-2015,60,280,300,1197,19660630-0020
I-4634,3,2014-2015,20,240,420,1180,19600814-0002
I-4635,1,2014-2015,60,280,280,1148,19600814-0002
I-4636,1,2014-2015,40,260,240,1143,19650303-0019
I-4637,3,2014-2015,60,280,280,1119,19610620-0006
I-4638,4,2015-2016,50,260,420,1140,19570826-0012
I-4639,4,2015-2016,40,280,200,1136,19660630-0020
I-4640,2,2015-2016,20,240,420,1262,19600905-0003
I-4641,3,2015-2016,60,280,280,1252,19690408-0009
I-4642,4,2015-2016,40,240,360,1160,19580515-0017
I-4643,1,2015-2016,40,260,360,1072,19610918-0027
I-4644,2,2015-2016,50,260,420,1268,19600529-0021
I-4645,1,2015-2016,20,240,300,1192,19580218-0007
I-4646,1,2015-2016,50,260,420,1133,19611219-0014
I-4647,4,2015-2016,40,280,200,1104,19600529-0021
I-4648,4,2015-2016,40,280,420,1083,19620424-0026
I-4649,2,2015-2016,20,280,200,1032,19620424-0026
I-4650,3,2016-2017,20,240,360,1107,19630126-0001
I-4651,1,2016-2017,60,240,360,1030,19560812-0016
I-4652,1,2016-2017,20,260,200,1114,19620424-0026
I-4653,2,2016-2017,40,280,200,1090,19570828-0008
I-4654,4,2016-2017,60,280,240,1239,19600529-0021
I-4655,4,2016-2017,20,280,300,1218,19690408-0009
I-4656,3,2016-2017,20,240,300,1210,19690917-0022
I-4657,2,2016-2017,60,240,360,1132,19561222-0030
I-4658,3,2017-2018,20,240,200,1141,19600814-0002
I-4659,2,2017-2018,50,260,280,1123,19600814-0002
I-4660,1,2017-2018,40,260,200,1092,19610620-0006
I-4661,3,2017-2018,40,280,200,1074,19640220-0029
I-4662,4,2017-2018,60,260,360,1025,19620831-0024
I-4663,3,2017-2018,20,260,300,1296,19561222-0030
I-4664,2,2017-2018,50,240,300,1159,19590129-0004
I-4665,4,2017-2018,50,260,420,1151,19640220-0029
I-4666,3,2017-2018,40,240,360,1122,19570615-0011
I-4667,2,2017-2018,20,240,200,1071,19611219-0014
I-4668,1,2017-2018,50,280,420,1031,19580218-0007
I-4669,3,2018-2019,60,260,280,1083,19560705-0025
I-4670,2,2018-2019,60,260,240,1281,19561222-0030
I-4671,3,2018-2019,50,240,280,1061,19690513-0015
I-4672,2,2018-2019,50,240,280,1220,19690408-0009
I-4673,4,2018-2019,40,280,420,1201,19640220-0029
I-4674,4,2018-2019,20,240,300,1199,19660630-0020
I-4675,1,2018-2019,40,240,280,1124,19660630-0020
I-4676,2,2018-2019,40,280,420,1076,19640414-0013
I-4677,2,2018-2019,50,240,420,1056,19610620-0006
I-4678,4,2019-2020,60,240,240,1271,19650303-0019
I-4679,1,2019-2020,20,260,280,1136,19690408-0009
I-4680,1,2019-2020,50,260,280,1253,19560705-0025
I-4681,2,2019-2020,60,260,360,1237,19610918-0027
I-4682,2,2019-2020,40,240,280,1221,19620522-0023
I-4683,3,2019-2020,20,240,240,1203,19640414-0013
I-4684,2,2019-2020,60,260,360,1086,19640220-0029
I-4685,3,2019-2020,50,240,280,1007,19560705-0025
I-4686,3,2020-2021,60,260,420,1150,19660630-0020
I-4687,2,2020-2021,60,240,300,1258,19570828-0008
I-4688,1,2020-2021,60,240,300,1137,19640220-0029
I-4689,4,2020-2021,20,240,300,1228,19570615-0011
I-4690,3,2020-2021,60,240,200,1226,19690917-0022
I-4691,3,2020-2021,20,240,300,1185,19600814-0002
I-4692,1,2020-2021,50,240,360,1178,19640220-0029
I-4693,3,2021-2022,40,240,420,1232,19640220-0029
I-4694,1,2021-2022,20,280,420,1068,19560612-0010
I-4695,1,2021-2022,50,260,420,1282,19640414-0013
I-4696,4,2021-2022,40,280,240,1160,19680712-0028
I-4697,4,2021-2022,60,240,360,1032,19620831-0024
I-4698,2,2021-2022,50,280,240,1022,19620831-0024
I-4699,1,2021-2022,50,280,240,1286,19640220-0029
I-4700,3,2021-2022,50,240,360,1278,19610623-0005
I-4701,2,2021-2022,40,260,360,1239,19690408-0009
I-4702,2,2021-2022,50,260,240,1212,19610918-0027
I-4703,4,2021-2022,40,240,300,1199,19611219-0014
I-4704,2,2022-2023,60,280,300,1296,19580515-0017
I-4705,1,2022-2023,20,240,280,1053,19561222-0030
I-4706,1,2022-2023,40,260,280,1245,19620831-0024
I-4707,1,2022-2023,20,280,240,1238,19570828-0008
I-4708,1,2022-2023,50,260,300,1170,19620424-0026
I-4709,4,2022-2023,50,240,360,1288,19640220-0029
I-4710,4,2022-2023,50,280,240,1246,19610918-0027
I-4711,1,2022-2023,60,240,300,1186,19560705-0025
I-4712,2,2022-2023,40,260,420,1102,19610918-0027
I-4713,3,2022-2023,40,280,420,1093,19580515-0017
I-4714,1,2022-2023,20,240,280,1058,19600905-0003
I-4715,2,2023-2024,50,260,200,1034,19640414-0013
I-4716,4,2023-2024,20,260,200,1295,19610623-0005
I-4717,1,2023-2024,40,280,240,1279,19690408-0009
I-4718,2,2023-2024,50,280,300,1190,19610918-0027
I-4719,3,2023-2024,20,240,300,1026,19660630-0020
I-4720,2,2023-2024,60,240,200,1247,19630126-0001
I-4721,2,2023-2024,40,240,280,1194,19570828-0008
I-4722,1,2023-2024,60,240,360,1131,19620424-0026
I-4723,1,2023-2024,40,260,360,1121,19600905-0003
I-4724,4,2023-2024,40,240,420,1051,19680712-0028
I-4725,3,2023-2024,40,240,300,1003,19611219-0014
I-4726,2,2013-2014,20,280,420,1266,19690513-0015
I-4727,3,2013-2014,20,260,420,1017,19650303-0019
I-4728,2,2013-2014,40,260,280,1222,19611219-0014
I-4729,3,2013-2014,20,240,420,1117,19640414-0013
I-4730,1,2013-2014,60,260,300,1072,19680712-0028
I-4731,4,2013-2014,60,260,360,1204,19630126-0001
I-4732,3,2013-2014,60,280,420,1137,19590129-0004
I-4733,3,2013-2014,40,260,200,1121,19560705-0025
I-4734,4,2013-2014,40,260,280,1122,19610918-0027
I-4735,1,2013-2014,40,260,360,1113,19570828-0008
I-4736,4,2013-2014,60,260,200,1073,19690513-0015
I-4737,4,2014-2015,20,280,240,1032,19620831-0024
I-4738,3,2014-2015,60,260,300,1201,19600529-0021
I-4739,3,2014-2015,20,240,240,1149,19660630-0020
I-4740,2,2014-2015,20,260,420,1097,19690408-0009
I-4741,4,2014-2015,40,240,280,1258,19580218-0007
I-4742,2,2014-2015,50,280,300,1214,19560812-0016
I-4743,4,2014-2015,50,280,300,1145,19600905-0003
I-4744,1,2014-2015,20,280,280,1096,19601021-0018
I-4745,1,2015-2016,50,240,240,1153,19620424-0026
I-4746,2,2015-2016,60,240,240,1290,19600905-0003
I-4747,1,2015-2016,40,240,360,1270,19600529-0021
I-4748,4,2015-2016,50,280,360,1152,19570828-0008
I-4749,3,2015-2016,50,280,420,1095,19560612-0010
I-4750,2,2015-2016,40,260,280,1177,19620522-0023
I-4751,4,2015-2016,20,280,420,1114,19610623-0005
I-4752,3,2015-2016,60,280,360,1059,19570828-0008
I-4753,4,2015-2016,20,240,300,1025,19600905-0003
I-4754,1,2016-2017,40,240,420,1290,19600905-0003
I-4755,4,2016-2017,60,280,300,1123,19570828-0008
I-4756,1,2016-2017,40,240,360,1049,19630126-0001
I-4757,3,2016-2017,40,260,360,1030,19580515-0017
I-4758,2,2016-2017,20,260,420,1214,19610623-0005
I-4759,3,2016-2017,20,260,200,1192,19560612-0010
I-4760,2,2016-2017,40,280,360,1068,19690408-0009
I-4761,4,2016-2017,60,240,240,1038,19560812-0016
I-4762,2,2016-2017,50,260,360,1023,19610620-0006
I-4763,3,2017-2018,40,240,200,1211,19610620-0006
I-4764,2,2017-2018,20,240,280,1151,19561222-0030
I-4765,3,2017-2018,50,280,360,1271,19690513-0015
I-4766,4,2017-2018,50,280,240,1210,19560612-0010
I-4767,3,2017-2018,20,280,200,1067,19660630-0020
I-4768,3,2017-2018,20,260,280,1048,19611219-0014
I-4769,3,2017-2018,50,260,240,1161,19650303-0019
I-4770,1,2017-2018,50,280,280,1134,19580218-0007
I-4771,3,2017-2018,20,260,300,1129,19620831-0024
I-4772,4,2017-2018,50,280,300,1112,19560612-0010
I-4773,1,2017-2018,60,280,360,1004,19611219-0014
I-4774,4,2018-2019,40,240,420,1151,19570826-0012
I-4775,4,2018-2019,50,280,200,1089,19650303-0019
I-4776,4,2018-2019,40,240,280,1271,19560812-0016
I-4777,2,2018-2019,60,280,360,1242,19590129-0004
I-4778,3,2018-2019,60,280,420,1206,19601021-0018
I-4779,1,2018-2019,60,240,240,1160,19560705-0025
I-4780,1,2018-2019,60,260,300,1245,19620424-0026
I-4781,2,2018-2019,50,240,240,1207,19630126-0001
I-4782,4,2018-2019,50,240,360,1197,19610620-0006
I-4783,3,2018-2019,50,280,360,1187,19620831-0024
I-4784,4,2018-2019,50,280,280,1143,19560612-0010
I-4785,2,2018-2019,20,280,360,1124,19600529-0021
I-4786,1,2019-2020,20,240,420,1250,19650303-0019
I-4787,2,2019-2020,50,260,360,1024,19570828-0008
I-4788,3,2019-2020,40,240,240,1284,19561222-0030
I-4789,1,2019-2020,40,260,240,1179,19611219-0014
I-4790,4,2019-2020,20,240,280,1004,19650303-0019
I-4791,4,2019-2020,50,240,300,1237,19630126-0001
I-4792,2,2019-2020,40,280,240,1164,19690513-0015
I-4793,1,2019-2020,50,280,280,1153,19611219-0014
I-4794,4,2019-2020,60,280,240,1130,19580515-0017
I-4795,3,2019-2020,50,260,360,1056,19640414-0013
I-4796,1,2019-2020,60,260,300,1037,19640414-0013
I-4797,4,2020-2021,60,260,200,1220,19680712-0028
I-4798,4,2020-2021,20,280,280,1175,19611219-0014
I-4799,4,2020-2021,20,260,360,1278,19580515-0017
I-4800,4,2020-2021,60,280,200,1126,19690408-0009
I-4801,4,2020-2021,40,260,420,1121,19650303-0019
I-4802,3,2020-2021,50,240,300,1284,19600814-0002
I-4803,4,2020-2021,50,240,280,1252,19640220-0029
I-4804,4,2020-2021,20,260,280,1123,19600814-0002
I-4805,4,2020-2021,20,260,240,1109,19600905-0003
I-4806,4,2020-2021,50,260,300,1063,19690408-0009
I-4807,3,2020-2021,20,240,300,1046,19560812-0016
I-4808,4,2021-2022,40,240,200,1163,19570828-0008
I-4809,2,2021-2022,20,260,300,1275,19600529-0021
I-4810,4,2021-2022,50,280,360,1156,19620831-0024
I-4811,4,2021-2022,40,260,280,1069,19560812-0016
I-4812,1,2021-2022,20,260,360,1205,19600905-0003
I-4813,1,2021-2022,50,260,420,1142,19620831-0024
I-4814,2,2021-2022,40,260,280,1101,19580218-0007
I-4815,1,2021-2022,40,260,240,1070,19650303-0019
I-4816,4,2022-2023,60,260,280,1058,19610918-0027
I-4817,3,2022-2023,60,280,420,1206,19690513-0015
I-4818,1,2022-2023,40,260,200,1176,19690917-0022
I-4819,2,2022-2023,60,280,360,1083,19630126-0001
I-4820,4,2022-2023,20,240,420,1267,19600905-0003
I-4821,1,2022-2023,20,240,200,1181,19680712-0028
I-4822,4,2022-2023,60,280,300,1144,19611219-0014
I-4823,4,2022-2023,50,280,200,1063,19560705-0025
I-4824,1,2022-2023,40,240,300,1019,19590129-0004
I-4825,4,2022-2023,50,280,300,1010,19601021-0018
I-4826,1,2023-2024,60,280,300,1261,19690513-0015
I-4827,4,2023-2024,50,280,280,1196,19620522-0023
I-4828,4,2023-2024,60,240,420,1183,19610620-0006
I-4829,4,2023-2024,40,260,200,1119,19580218-0007
I-4830,1,2023-2024,40,240,200,1286,19561222-0030
I-4831,3,2023-2024,20,260,360,1185,19610623-0005
I-4832,2,2023-2024,40,240,420,1093,19660630-0020
I-4833,4,2023-2024,20,240,280,1088,19580515-0017
I-4834,2,2013-2014,50,280,420,1240,19690408-0009
I-4835,2,2013-2014,60,240,200,1138,19610620-0006
I-4836,4,2013-2014,50,280,240,1118,19630126-0001
I-4837,4,2013-2014,20,260,420,1260,19600905-0003
I-4838,2,2013-2014,40,280,240,1243,19620424-0026
I-4839,4,2013-2014,40,240,420,1114,19690408-0009
I-4840,1,2013-2014,20,260,240,1045,19620831-0024
I-4841,2,2014-2015,20,280,280,1042,19601021-0018
I-4842,4,2014-2015,60,280,300,1204,19600814-0002
I-4843,2,2014-2015,40,280,280,1145,19560612-0010
I-4844,4,2014-2015,50,240,200,1081,19560705-0025
I-4845,3,2014-2015,50,260,360,1017,19640220-0029
I-4846,2,2014-2015,40,240,280,1295,19620831-0024
I-4847,1,2014-2015,20,260,200,1267,19630126-0001
I-4848,3,2014-2015,60,260,240,1219,19561222-0030
I-4849,3,2014-2015,60,240,200,1091,19580515-0017
I-4850,1,2014-2015,20,280,300,1043,19580218-0007
I-4851,3,2014-2015,50,280,280,1041,19590129-0004
I-4852,1,2015-2016,20,240,240,1160,19610918-0027
I-4853,3,2015-2016,20,260,420,1297,19620522-0023
I-4854,2,2015-2016,40,260,280,1294,19560612-0010
I-4855,3,2015-2016,40,240,280,1279,19620424-0026
I-4856,2,2015-2016,50,280,200,1272,19650303-0019
I-4857,3,2015-2016,40,240,200,1206,19680712-0028
I-4858,4,2015-2016,20,240,200,1194,19650303-0019
I-4859,3,2015-2016,60,240,360,1135,19560612-0010
I-4860,3,2015-2016,60,260,360,1092,19570828-0008
I-4861,2,2016-2017,40,280,300,1233,19570828-0008
I-4862,1,2016-2017,40,280,300,1242,19601021-0018
I-4863,2,2016-2017,40,280,280,1082,19590129-0004
I-4864,1,2016-2017,50,260,280,1252,19680712-0028
I-4865,4,2016-2017,20,240,200,1224,19630126-0001
I-4866,4,2016-2017,50,260,280,1104,19610918-0027
I-4867,1,2016-2017,50,240,200,1098,19650303-0019
I-4868,4,2016-2017,60,240,420,1087,19690513-0015
I-4869,3,2016-2017,60,260,200,1042,19660630-0020
I-4870,4,2017-2018,20,240,360,1026,19611219-0014
I-4871,3,2017-2018,20,240,360,1209,19600529-0021
I-4872,2,2017-2018,40,280,280,1201,19561222-0030
I-4873,2,2017-2018,20,240,300,1014,19560612-0010
I-4874,4,2017-2018,50,240,300,1266,19601021-0018
I-4875,3,2017-2018,60,240,360,1103,19620424-0026
I-4876,1,2017-2018,20,240,360,1073,19610918-0027
I-4877,1,2017-2018,40,260,240,1037,19600905-0003
I-4878,4,2018-2019,20,260,300,1109,19680712-0028
I-4879,2,2018-2019,50,260,420,1195,19630126-0001
I-4880,2,2018-2019,60,240,420,1070,19650303-0019
I-4881,1,2018-2019,50,240,240,1101,19650303-0019
I-4882,3,2018-2019,60,260,240,1085,19610623-0005
I-4883,1,2018-2019,50,280,240,1057,19600814-0002
I-4884,1,2018-2019,60,260,300,1024,19570615-0011
I-4885,2,2019-2020,50,240,280,1101,19680712-0028
I-4886,4,2019-2020,20,240,420,1297,19610620-0006
I-4887,4,2019-2020,60,260,200,1276,19620522-0023
I-4888,2,2019-2020,20,280,200,1203,19690513-0015
I-4889,1,2019-2020,20,280,300,1122,19600814-0002
I-4890,2,2019-2020,20,260,360,1248,19570828-0008
I-4891,2,2019-2020,40,240,240,1180,19620831-0024
I-4892,2,2019-2020,20,280,280,1177,19640220-0029
I-4893,1,2019-2020,50,240,420,1164,19620522-0023
I-4894,3,2019-2020,60,260,240,1129,19580515-0017
I-4895,1,2019-2020,20,240,200,1094,19690513-0015
I-4896,1,2020-2021,50,280,200,1180,19580515-0017
I-4897,1,2020-2021,60,280,300,1101,19690408-0009
I-4898,4,2020-2021,40,280,360,1035,19690513-0015
I-4899,1,2020-2021,50,280,300,1032,19600814-0002
I-4900,3,2020-2021,50,280,240,1276,19590129-0004
I-4901,1,2020-2021,20,280,360,1267,19620522-0023
I-4902,4,2020-2021,50,240,240,1259,19600814-0002
