HourId,assignedHours,ReportedHours,assignedBy,reportedBy
WH9779,280,261,I-3914,19561222-0030
WH9780,100,107,I-3914,19750102-0059
WH9781,100,107,I-3914,19930616-0127
WH9782,240,245,I-3915,19630126-0001
WH9783,120,115,I-3915,19750220-0037
WH9784,140,124,I-3915,19900119-0104
WH9785,240,244,I-3916,19610623-0005
WH9786,120,129,I-3916,19761020-0044
WH9787,240,236,I-3917,19620831-0024
WH9788,120,130,I-3917,19761024-0034
WH9789,280,294,I-3918,19640220-0029
WH9790,120,127,I-3918,19750102-0059
WH9791,240,236,I-3919,19630126-0001
WH9792,100,98,I-3919,19770224-0058
WH9793,280,271,I-3920,19650303-0019
WH9794,120,125,I-3920,19780815-0047
WH9795,240,223,I-3921,19570826-0012
WH9796,140,145,I-3921,19750722-0060
WH9797,260,263,I-3922,19570826-0012
WH9798,120,121,I-3922,19750512-0043
WH9799,140,146,I-3922,19901026-0111
WH9800,280,287,I-3923,19610620-0006
WH9801,120,137,I-3923,19771013-0040
WH9802,240,235,I-3924,19580515-0017
WH9803,140,145,I-3924,19790708-0041
WH9804,140,136,I-3924,19900616-0124
WH9805,260,264,I-3925,19580515-0017
WH9806,140,159,I-3925,19790702-0038
WH9807,120,100,I-3925,19920316-0107
WH9808,260,277,I-3926,19640414-0013
WH9809,140,122,I-3926,19750220-0037
WH9810,120,139,I-3926,19931212-0079
WH9811,280,292,I-3927,19690917-0022
WH9812,100,84,I-3927,19750417-0051
WH9813,100,120,I-3927,19910214-0084
WH9814,240,260,I-3928,19650303-0019
WH9815,100,99,I-3928,19751018-0039
WH9816,140,130,I-3928,19930414-0106
WH9817,260,266,I-3929,19600529-0021
WH9818,100,95,I-3929,19790702-0038
WH9819,140,158,I-3929,19910927-0128
WH9820,240,243,I-3930,19560612-0010
WH9821,100,112,I-3930,19760108-0050
WH9822,140,152,I-3930,19920917-0109
WH9823,260,267,I-3931,19620424-0026
WH9824,100,112,I-3931,19770713-0042
WH9825,100,106,I-3931,19900701-0113
WH9826,280,282,I-3932,19570828-0008
WH9827,100,110,I-3932,19751018-0039
WH9828,120,129,I-3932,19900511-0134
WH9829,280,285,I-3933,19561222-0030
WH9830,120,116,I-3933,19780815-0047
WH9831,260,271,I-3934,19580218-0007
WH9832,120,124,I-3934,19761009-0055
WH9833,260,259,I-3935,19660630-0020
WH9834,140,153,I-3935,19780815-0047
WH9835,120,108,I-3935,19930326-0132
WH9836,240,257,I-3936,19690513-0015
WH9837,120,117,I-3936,19781217-0053
WH9838,240,242,I-3937,19580515-0017
WH9839,120,137,I-3937,19780602-0035
WH9840,280,262,I-3938,19620831-0024
WH9841,120,116,I-3938,19780424-0057
WH9842,260,279,I-3939,19660630-0020
WH9843,100,117,I-3939,19790618-0048
WH9844,260,240,I-3940,19690408-0009
WH9845,100,89,I-3940,19780424-0057
WH9846,100,94,I-3940,19900909-0123
WH9847,260,241,I-3941,19680712-0028
WH9848,120,119,I-3941,19780815-0047
WH9849,100,99,I-3941,19900909-0123
WH9850,260,279,I-3942,19610620-0006
WH9851,140,123,I-3942,19780424-0057
WH9852,260,242,I-3943,19620522-0023
WH9853,140,123,I-3943,19771013-0040
WH9854,280,282,I-3944,19560612-0010
WH9855,120,102,I-3944,19781130-0054
WH9856,260,243,I-3945,19580515-0017
WH9857,100,112,I-3945,19780602-0035
WH9858,280,296,I-3946,19610620-0006
WH9859,140,156,I-3946,19790426-0049
WH9860,100,84,I-3946,19931212-0079
WH9861,280,285,I-3947,19580515-0017
WH9862,100,94,I-3947,19750417-0051
WH9863,100,83,I-3947,19900902-0090
WH9864,280,275,I-3948,19610918-0027
WH9865,140,135,I-3948,19790708-0041
WH9866,240,232,I-3949,19630126-0001
WH9867,120,122,I-3949,19781217-0053
WH9868,140,139,I-3949,19910214-0084
WH9869,280,275,I-3950,19560705-0025
WH9870,140,160,I-3950,19760524-0046
WH9871,280,270,I-3951,19580218-0007
WH9872,100,89,I-3951,19750102-0059
WH9873,140,125,I-3951,19930414-0106
WH9874,260,251,I-3952,19570615-0011
WH9875,100,110,I-3952,19760108-0050
WH9876,140,120,I-3952,19930414-0106
WH9877,260,258,I-3953,19570615-0011
WH9878,120,111,I-3953,19761024-0034
WH9879,280,286,I-3954,19561222-0030
WH9880,100,81,I-3954,19750417-0051
WH9881,100,104,I-3954,19920917-0109
WH9882,260,280,I-3955,19580218-0007
WH9883,100,105,I-3955,19781125-0031
WH9884,240,256,I-3956,19600529-0021
WH9885,100,82,I-3956,19750122-0056
WH9886,100,108,I-3956,19900128-0095
WH9887,240,246,I-3957,19590129-0004
WH9888,120,139,I-3957,19781125-0031
WH9889,120,137,I-3957,19900201-0074
WH9890,280,266,I-3958,19610620-0006
WH9891,100,104,I-3958,19790426-0049
WH9892,100,118,I-3958,19930221-0139
WH9893,280,273,I-3959,19690513-0015
WH9894,100,85,I-3959,19781217-0053
WH9895,140,145,I-3959,19921218-0101
WH9896,260,250,I-3960,19690408-0009
WH9897,140,158,I-3960,19750512-0043
WH9898,280,265,I-3961,19680712-0028
WH9899,120,140,I-3961,19761020-0044
WH9900,240,232,I-3962,19690917-0022
WH9901,140,140,I-3962,19790717-0045
WH9902,120,116,I-3962,19930508-0061
WH9903,260,259,I-3963,19620424-0026
WH9904,140,126,I-3963,19761024-0034
WH9905,240,244,I-3964,19580218-0007
WH9906,100,88,I-3964,19790702-0038
WH9907,120,119,I-3964,19920504-0093
WH9908,260,274,I-3965,19600905-0003
WH9909,120,108,I-3965,19771013-0040
WH9910,240,233,I-3966,19570828-0008
WH9911,100,117,I-3966,19770713-0042
WH9912,120,138,I-3966,19931231-0099
WH9913,280,279,I-3967,19611219-0014
WH9914,100,80,I-3967,19750906-0032
WH9915,100,113,I-3967,19900909-0123
WH9916,240,260,I-3968,19690917-0022
WH9917,140,147,I-3968,19761024-0034
WH9918,140,139,I-3968,19900701-0113
WH9919,280,289,I-3969,19580515-0017
WH9920,120,126,I-3969,19750417-0051
WH9921,140,145,I-3969,19930508-0061
WH9922,240,256,I-3970,19570826-0012
WH9923,120,115,I-3970,19770224-0058
WH9924,140,147,I-3970,19900426-0089
WH9925,240,241,I-3971,19620831-0024
WH9926,140,146,I-3971,19751018-0039
WH9927,120,112,I-3971,19900426-0089
WH9928,280,261,I-3972,19600814-0002
WH9929,140,150,I-3972,19770224-0058
WH9930,100,97,I-3972,19910421-0067
WH9931,280,260,I-3973,19561222-0030
WH9932,100,120,I-3973,19781130-0054
WH9933,260,250,I-3974,19690917-0022
WH9934,100,109,I-3974,19750722-0060
WH9935,140,128,I-3974,19900430-0112
WH9936,240,245,I-3975,19650303-0019
WH9937,120,103,I-3975,19761009-0055
WH9938,120,117,I-3975,19931226-0118
WH9939,280,292,I-3976,19570828-0008
WH9940,100,83,I-3976,19780815-0047
WH9941,140,141,I-3976,19930302-0135
WH9942,240,258,I-3977,19610620-0006
WH9943,120,115,I-3977,19770713-0042
WH9944,280,292,I-3978,19570828-0008
WH9945,100,110,I-3978,19790708-0041
WH9946,260,260,I-3979,19561222-0030
WH9947,140,139,I-3979,19750102-0059
WH9948,100,87,I-3979,19900430-0112
WH9949,280,300,I-3980,19561222-0030
WH9950,100,100,I-3980,19750220-0037
WH9951,140,157,I-3980,19900426-0089
WH9952,280,289,I-3981,19610623-0005
WH9953,100,94,I-3981,19771013-0040
WH9954,260,242,I-3982,19560705-0025
WH9955,100,83,I-3982,19790708-0041
WH9956,240,220,I-3983,19660630-0020
WH9957,100,116,I-3983,19750512-0043
WH9958,240,224,I-3984,19690917-0022
WH9959,140,125,I-3984,19781130-0054
WH9960,260,263,I-3985,19580218-0007
WH9961,140,139,I-3985,19790702-0038
WH9962,240,230,I-3986,19570615-0011
WH9963,100,116,I-3986,19761020-0044
WH9964,120,139,I-3986,19900616-0124
WH9965,280,286,I-3987,19561222-0030
WH9966,120,127,I-3987,19770224-0058
WH9967,240,220,I-3988,19580218-0007
WH9968,140,149,I-3988,19780317-0052
WH9969,140,127,I-3988,19930414-0106
WH9970,280,272,I-3989,19620424-0026
WH9971,100,100,I-3989,19781130-0054
WH9972,120,109,I-3989,19910514-0068
WH9973,260,247,I-3990,19640414-0013
WH9974,100,91,I-3990,19770713-0042
WH9975,120,103,I-3990,19921123-0108
WH9976,240,253,I-3991,19611219-0014
WH9977,140,122,I-3991,19761009-0055
WH9978,280,272,I-3992,19600529-0021
WH9979,140,128,I-3992,19750417-0051
WH9980,260,261,I-3993,19560612-0010
WH9981,120,126,I-3993,19750705-0033
WH9982,260,248,I-3994,19630126-0001
WH9983,100,114,I-3994,19761009-0055
WH9984,100,100,I-3994,19900701-0138
WH9985,240,235,I-3995,19620424-0026
WH9986,120,114,I-3995,19770224-0058
WH9987,120,129,I-3995,19901029-0071
WH9988,240,226,I-3996,19640414-0013
WH9989,100,92,I-3996,19790426-0049
WH9990,100,80,I-3996,19930709-0100
WH9991,280,277,I-3997,19570826-0012
WH9992,120,116,I-3997,19780424-0057
WH9993,140,125,I-3997,19930616-0127
WH9994,280,297,I-3998,19610620-0006
WH9995,120,101,I-3998,19750906-0032
WH9996,260,268,I-3999,19560705-0025
WH9997,120,120,I-3999,19750512-0043
WH9998,280,296,I-4000,19660630-0020
WH9999,120,124,I-4000,19750331-0036
WH10000,120,112,I-4000,19921127-0120
WH10001,280,293,I-4001,19560705-0025
WH10002,140,123,I-4001,19751018-0039
WH10003,140,133,I-4001,19910403-0131
WH10004,280,299,I-4002,19650303-0019
WH10005,120,107,I-4002,19761020-0044
WH10006,240,241,I-4003,19610918-0027
WH10007,140,158,I-4003,19790618-0048
WH10008,260,243,I-4004,19570615-0011
WH10009,100,112,I-4004,19760524-0046
WH10010,280,261,I-4005,19601021-0018
WH10011,100,96,I-4005,19750705-0033
WH10012,100,90,I-4005,19900211-0140
WH10013,240,244,I-4006,19600814-0002
WH10014,100,84,I-4006,19750220-0037
WH10015,100,98,I-4006,19921002-0129
WH10016,240,221,I-4007,19640220-0029
WH10017,140,145,I-4007,19750512-0043
WH10018,280,278,I-4008,19690513-0015
WH10019,100,119,I-4008,19780424-0057
WH10020,100,82,I-4008,19931212-0079
WH10021,280,266,I-4009,19590129-0004
WH10022,140,147,I-4009,19780424-0057
WH10023,280,272,I-4010,19620831-0024
WH10024,100,102,I-4010,19790426-0049
WH10025,240,225,I-4011,19630126-0001
WH10026,100,113,I-4011,19750705-0033
WH10027,260,279,I-4012,19600814-0002
WH10028,100,106,I-4012,19760108-0050
WH10029,240,248,I-4013,19620831-0024
WH10030,120,127,I-4013,19790618-0048
WH10031,280,263,I-4014,19620424-0026
WH10032,140,129,I-4014,19790708-0041
WH10033,280,290,I-4015,19640220-0029
WH10034,140,160,I-4015,19770224-0058
WH10035,280,271,I-4016,19690917-0022
WH10036,100,83,I-4016,19780424-0057
WH10037,260,278,I-4017,19600905-0003
WH10038,120,118,I-4017,19750512-0043
WH10039,280,270,I-4018,19580218-0007
WH10040,120,110,I-4018,19761009-0055
WH10041,140,134,I-4018,19910327-0096
WH10042,240,242,I-4019,19640414-0013
WH10043,140,136,I-4019,19750331-0036
WH10044,120,117,I-4019,19900426-0089
WH10045,280,284,I-4020,19650303-0019
WH10046,100,115,I-4020,19761009-0055
WH10047,100,112,I-4020,19930221-0139
WH10048,260,255,I-4021,19690917-0022
WH10049,120,115,I-4021,19750417-0051
WH10050,280,294,I-4022,19640220-0029
WH10051,140,122,I-4022,19781130-0054
WH10052,100,105,I-4022,19910403-0131
WH10053,280,286,I-4023,19680712-0028
WH10054,140,141,I-4023,19761020-0044
WH10055,140,144,I-4023,19910101-0133
WH10056,260,259,I-4024,19650303-0019
WH10057,140,140,I-4024,19761009-0055
WH10058,100,84,I-4024,19920320-0121
WH10059,240,243,I-4025,19640220-0029
WH10060,120,102,I-4025,19790426-0049
WH10061,100,96,I-4025,19901026-0111
WH10062,260,255,I-4026,19580218-0007
WH10063,100,102,I-4026,19750906-0032
WH10064,260,276,I-4027,19620522-0023
WH10065,100,108,I-4027,19790618-0048
WH10066,140,127,I-4027,19901011-0119
WH10067,280,295,I-4028,19630126-0001
WH10068,140,147,I-4028,19780424-0057
WH10069,240,251,I-4029,19660630-0020
WH10070,100,83,I-4029,19750906-0032
WH10071,260,243,I-4030,19640220-0029
WH10072,120,102,I-4030,19750122-0056
WH10073,240,242,I-4031,19580515-0017
WH10074,140,121,I-4031,19780317-0052
WH10075,240,228,I-4032,19590129-0004
WH10076,120,128,I-4032,19790717-0045
WH10077,240,250,I-4033,19600905-0003
WH10078,120,114,I-4033,19780317-0052
WH10079,140,134,I-4033,19920505-0115
WH10080,240,240,I-4034,19690917-0022
WH10081,140,127,I-4034,19790708-0041
WH10082,120,123,I-4034,19900801-0130
WH10083,260,258,I-4035,19620831-0024
WH10084,120,122,I-4035,19760524-0046
WH10085,140,150,I-4035,19931118-0062
WH10086,260,249,I-4036,19600529-0021
WH10087,140,138,I-4036,19770224-0058
WH10088,140,131,I-4036,19901026-0111
WH10089,260,241,I-4037,19610918-0027
WH10090,100,118,I-4037,19750122-0056
WH10091,260,266,I-4038,19600814-0002
WH10092,140,141,I-4038,19750331-0036
WH10093,260,274,I-4039,19680712-0028
WH10094,140,122,I-4039,19790702-0038
WH10095,240,236,I-4040,19610620-0006
WH10096,140,152,I-4040,19750722-0060
WH10097,260,278,I-4041,19601021-0018
WH10098,100,99,I-4041,19750417-0051
WH10099,120,136,I-4041,19931226-0118
WH10100,240,234,I-4042,19560705-0025
WH10101,100,110,I-4042,19770224-0058
WH10102,280,298,I-4043,19620831-0024
WH10103,100,110,I-4043,19750102-0059
WH10104,100,110,I-4043,19900128-0095
WH10105,280,269,I-4044,19640414-0013
WH10106,100,91,I-4044,19781217-0053
WH10107,240,237,I-4045,19580218-0007
WH10108,140,123,I-4045,19790618-0048
WH10109,120,115,I-4045,19921123-0108
WH10110,240,248,I-4046,19601021-0018
WH10111,140,139,I-4046,19780602-0035
WH10112,100,112,I-4046,19931212-0079
WH10113,280,280,I-4047,19611219-0014
WH10114,140,158,I-4047,19760108-0050
WH10115,120,128,I-4047,19920917-0109
WH10116,260,240,I-4048,19660630-0020
WH10117,100,91,I-4048,19771013-0040
WH10118,240,229,I-4049,19680712-0028
WH10119,140,159,I-4049,19750331-0036
WH10120,260,272,I-4050,19580515-0017
WH10121,140,138,I-4050,19780317-0052
WH10122,100,87,I-4050,19900124-0064
WH10123,240,260,I-4051,19560812-0016
WH10124,100,93,I-4051,19751018-0039
WH10125,260,269,I-4052,19680712-0028
WH10126,140,141,I-4052,19790702-0038
WH10127,280,274,I-4053,19580515-0017
WH10128,120,106,I-4053,19780602-0035
WH10129,100,116,I-4053,19930616-0127
WH10130,260,248,I-4054,19640220-0029
WH10131,120,131,I-4054,19761020-0044
WH10132,280,282,I-4055,19660630-0020
WH10133,100,109,I-4055,19750417-0051
WH10134,260,274,I-4056,19600814-0002
WH10135,140,152,I-4056,19790426-0049
WH10136,280,300,I-4057,19570826-0012
WH10137,140,131,I-4057,19790702-0038
WH10138,260,276,I-4058,19580218-0007
WH10139,140,131,I-4058,19771013-0040
WH10140,120,110,I-4058,19910514-0068
WH10141,240,258,I-4059,19650303-0019
WH10142,100,115,I-4059,19761024-0034
WH10143,240,226,I-4060,19650303-0019
WH10144,100,85,I-4060,19780815-0047
WH10145,240,225,I-4061,19640414-0013
WH10146,140,155,I-4061,19750417-0051
WH10147,240,257,I-4062,19600814-0002
WH10148,120,119,I-4062,19790702-0038
WH10149,140,123,I-4062,19921208-0097
WH10150,260,256,I-4063,19660630-0020
WH10151,100,112,I-4063,19770713-0042
WH10152,100,83,I-4063,19900426-0089
WH10153,280,299,I-4064,19650303-0019
WH10154,120,126,I-4064,19781217-0053
WH10155,100,94,I-4064,19930829-0082
WH10156,260,279,I-4065,19570826-0012
WH10157,120,140,I-4065,19770224-0058
WH10158,240,221,I-4066,19570826-0012
WH10159,140,155,I-4066,19780815-0047
WH10160,240,248,I-4067,19660630-0020
WH10161,140,146,I-4067,19761020-0044
WH10162,100,95,I-4067,19900211-0140
WH10163,260,260,I-4068,19640220-0029
WH10164,120,136,I-4068,19790708-0041
WH10165,260,265,I-4069,19690917-0022
WH10166,120,107,I-4069,19750722-0060
WH10167,280,274,I-4070,19640220-0029
WH10168,100,102,I-4070,19790708-0041
WH10169,240,253,I-4071,19610620-0006
WH10170,100,106,I-4071,19760524-0046
WH10171,280,276,I-4072,19580515-0017
WH10172,120,115,I-4072,19760108-0050
WH10173,280,271,I-4073,19610918-0027
WH10174,120,130,I-4073,19761020-0044
WH10175,280,269,I-4074,19690408-0009
WH10176,120,128,I-4074,19771013-0040
WH10177,260,240,I-4075,19610620-0006
WH10178,120,112,I-4075,19750417-0051
WH10179,140,122,I-4075,19910817-0092
WH10180,240,240,I-4076,19601021-0018
WH10181,140,126,I-4076,19780317-0052
WH10182,260,240,I-4077,19580515-0017
WH10183,140,120,I-4077,19790702-0038
WH10184,100,117,I-4077,19931118-0062
WH10185,280,274,I-4078,19690513-0015
WH10186,120,137,I-4078,19750122-0056
WH10187,280,271,I-4079,19650303-0019
WH10188,100,119,I-4079,19781125-0031
WH10189,120,138,I-4079,19910514-0068
WH10190,240,226,I-4080,19660630-0020
WH10191,140,151,I-4080,19790618-0048
WH10192,240,223,I-4081,19610623-0005
WH10193,120,114,I-4081,19770713-0042
WH10194,240,252,I-4082,19560612-0010
WH10195,140,151,I-4082,19781125-0031
WH10196,240,242,I-4083,19690513-0015
WH10197,100,87,I-4083,19761024-0034
WH10198,100,108,I-4083,19931203-0066
WH10199,280,270,I-4084,19561222-0030
WH10200,140,126,I-4084,19790708-0041
WH10201,240,258,I-4085,19640414-0013
WH10202,140,146,I-4085,19790708-0041
WH10203,240,237,I-4086,19560812-0016
WH10204,120,124,I-4086,19790618-0048
WH10205,140,152,I-4086,19930414-0106
WH10206,260,259,I-4087,19690513-0015
WH10207,120,127,I-4087,19781125-0031
WH10208,240,259,I-4088,19630126-0001
WH10209,140,144,I-4088,19780317-0052
WH10210,100,82,I-4088,19921218-0101
WH10211,280,281,I-4089,19620831-0024
WH10212,100,81,I-4089,19790702-0038
WH10213,240,235,I-4090,19650303-0019
WH10214,120,116,I-4090,19771013-0040
WH10215,140,143,I-4090,19931203-0066
WH10216,260,243,I-4091,19560812-0016
WH10217,100,88,I-4091,19790708-0041
WH10218,240,254,I-4092,19590129-0004
WH10219,100,116,I-4092,19750512-0043
WH10220,280,284,I-4093,19610620-0006
WH10221,140,123,I-4093,19780424-0057
WH10222,140,120,I-4093,19921208-0097
WH10223,260,273,I-4094,19690513-0015
WH10224,100,83,I-4094,19750102-0059
WH10225,140,128,I-4094,19900902-0090
WH10226,280,266,I-4095,19601021-0018
WH10227,120,118,I-4095,19771013-0040
WH10228,100,91,I-4095,19900701-0138
WH10229,280,285,I-4096,19610918-0027
WH10230,140,133,I-4096,19770713-0042
WH10231,260,250,I-4097,19570615-0011
WH10232,140,158,I-4097,19761020-0044
WH10233,140,159,I-4097,19910927-0128
WH10234,240,253,I-4098,19590129-0004
WH10235,100,102,I-4098,19750331-0036
WH10236,240,222,I-4099,19560812-0016
WH10237,100,102,I-4099,19750512-0043
WH10238,140,133,I-4099,19930326-0132
WH10239,260,249,I-4100,19620522-0023
WH10240,100,89,I-4100,19771013-0040
WH10241,100,95,I-4100,19900119-0104
WH10242,260,248,I-4101,19610918-0027
WH10243,120,128,I-4101,19760524-0046
WH10244,120,136,I-4101,19900723-0126
WH10245,240,248,I-4102,19580515-0017
WH10246,140,138,I-4102,19761024-0034
WH10247,120,123,I-4102,19900723-0126
WH10248,260,275,I-4103,19640414-0013
WH10249,140,125,I-4103,19781130-0054
WH10250,120,106,I-4103,19901219-0125
WH10251,260,266,I-4104,19580218-0007
WH10252,100,120,I-4104,19771013-0040
WH10253,260,254,I-4105,19611219-0014
WH10254,120,100,I-4105,19750906-0032
WH10255,120,126,I-4105,19910122-0077
WH10256,260,246,I-4106,19640220-0029
WH10257,100,99,I-4106,19780602-0035
WH10258,280,286,I-4107,19630126-0001
WH10259,120,117,I-4107,19750122-0056
WH10260,100,117,I-4107,19910927-0128
WH10261,240,251,I-4108,19610620-0006
WH10262,100,85,I-4108,19750906-0032
WH10263,140,133,I-4108,19930302-0135
WH10264,280,285,I-4109,19620424-0026
WH10265,120,109,I-4109,19750722-0060
WH10266,240,235,I-4110,19610623-0005
WH10267,100,119,I-4110,19790717-0045
WH10268,100,83,I-4110,19900128-0095
WH10269,280,280,I-4111,19650303-0019
WH10270,120,137,I-4111,19751018-0039
WH10271,140,146,I-4111,19900426-0089
WH10272,240,255,I-4112,19600905-0003
WH10273,100,81,I-4112,19790717-0045
WH10274,100,104,I-4112,19900801-0130
WH10275,280,272,I-4113,19690408-0009
WH10276,140,155,I-4113,19780317-0052
WH10277,280,285,I-4114,19570828-0008
WH10278,100,107,I-4114,19761020-0044
WH10279,260,273,I-4115,19610620-0006
WH10280,100,115,I-4115,19780602-0035
WH10281,260,258,I-4116,19620831-0024
WH10282,120,107,I-4116,19760524-0046
WH10283,140,152,I-4116,19921218-0101
WH10284,280,261,I-4117,19600529-0021
WH10285,140,154,I-4117,19771013-0040
WH10286,120,131,I-4117,19920826-0088
WH10287,260,278,I-4118,19600905-0003
WH10288,120,120,I-4118,19750417-0051
WH10289,240,232,I-4119,19610620-0006
WH10290,100,116,I-4119,19780424-0057
WH10291,280,274,I-4120,19580515-0017
WH10292,100,97,I-4120,19750122-0056
WH10293,100,89,I-4120,19920917-0109
WH10294,280,270,I-4121,19560612-0010
WH10295,120,127,I-4121,19780815-0047
WH10296,260,251,I-4122,19570615-0011
WH10297,100,87,I-4122,19790618-0048
WH10298,280,266,I-4123,19600814-0002
WH10299,120,103,I-4123,19770713-0042
WH10300,140,130,I-4123,19900321-0080
WH10301,280,287,I-4124,19610623-0005
WH10302,120,119,I-4124,19750512-0043
WH10303,120,103,I-4124,19900211-0140
WH10304,260,264,I-4125,19580218-0007
WH10305,100,102,I-4125,19790708-0041
WH10306,100,86,I-4125,19910817-0092
WH10307,240,230,I-4126,19560812-0016
WH10308,140,134,I-4126,19790618-0048
WH10309,100,119,I-4126,19900307-0105
WH10310,280,264,I-4127,19620522-0023
WH10311,100,109,I-4127,19790708-0041
WH10312,100,103,I-4127,19900321-0080
WH10313,240,244,I-4128,19560705-0025
WH10314,100,80,I-4128,19790702-0038
WH10315,260,273,I-4129,19580515-0017
WH10316,100,105,I-4129,19760524-0046
WH10317,140,131,I-4129,19910403-0103
WH10318,240,260,I-4130,19590129-0004
WH10319,120,113,I-4130,19750220-0037
WH10320,120,124,I-4130,19920828-0070
WH10321,280,285,I-4131,19580218-0007
WH10322,120,139,I-4131,19750122-0056
WH10323,240,235,I-4132,19601021-0018
WH10324,140,146,I-4132,19770224-0058
WH10325,260,272,I-4133,19600529-0021
WH10326,140,124,I-4133,19750705-0033
WH10327,140,134,I-4133,19910514-0068
WH10328,280,294,I-4134,19570615-0011
WH10329,140,142,I-4134,19750102-0059
WH10330,280,283,I-4135,19570615-0011
WH10331,100,92,I-4135,19750331-0036
WH10332,140,148,I-4135,19920504-0093
WH10333,260,241,I-4136,19610623-0005
WH10334,120,122,I-4136,19750512-0043
WH10335,260,273,I-4137,19690408-0009
WH10336,120,120,I-4137,19781130-0054
WH10337,280,266,I-4138,19660630-0020
WH10338,100,99,I-4138,19761024-0034
WH10339,280,267,I-4139,19620831-0024
WH10340,100,94,I-4139,19781130-0054
WH10341,240,256,I-4140,19690513-0015
WH10342,100,99,I-4140,19750512-0043
WH10343,260,240,I-4141,19620831-0024
WH10344,100,100,I-4141,19750122-0056
WH10345,260,256,I-4142,19560612-0010
WH10346,100,82,I-4142,19750722-0060
WH10347,280,291,I-4143,19680712-0028
WH10348,120,106,I-4143,19750705-0033
WH10349,240,225,I-4144,19570826-0012
WH10350,140,156,I-4144,19750331-0036
WH10351,260,274,I-4145,19590129-0004
WH10352,140,130,I-4145,19750906-0032
WH10353,260,241,I-4146,19650303-0019
WH10354,120,103,I-4146,19750331-0036
WH10355,240,226,I-4147,19601021-0018
WH10356,140,137,I-4147,19750722-0060
WH10357,280,271,I-4148,19580218-0007
WH10358,140,145,I-4148,19760524-0046
WH10359,260,267,I-4149,19611219-0014
WH10360,100,87,I-4149,19750331-0036
WH10361,240,251,I-4150,19601021-0018
WH10362,120,133,I-4150,19781217-0053
WH10363,100,90,I-4150,19911025-0091
WH10364,280,284,I-4151,19640414-0013
WH10365,140,142,I-4151,19770224-0058
WH10366,240,258,I-4152,19560612-0010
WH10367,100,111,I-4152,19790702-0038
WH10368,280,293,I-4153,19630126-0001
WH10369,100,85,I-4153,19750417-0051
WH10370,140,155,I-4153,19910101-0133
WH10371,240,236,I-4154,19560612-0010
WH10372,120,114,I-4154,19771013-0040
WH10373,100,100,I-4154,19921127-0120
WH10374,280,290,I-4155,19590129-0004
WH10375,140,143,I-4155,19750705-0033
WH10376,260,262,I-4156,19560612-0010
WH10377,120,105,I-4156,19750417-0051
WH10378,280,261,I-4157,19580515-0017
WH10379,100,108,I-4157,19781130-0054
WH10380,120,135,I-4157,19930829-0082
WH10381,280,275,I-4158,19560705-0025
WH10382,100,88,I-4158,19750906-0032
WH10383,280,277,I-4159,19610918-0027
WH10384,140,153,I-4159,19750331-0036
WH10385,120,134,I-4159,19910327-0096
WH10386,240,226,I-4160,19570826-0012
WH10387,100,85,I-4160,19770713-0042
WH10388,100,110,I-4160,19900317-0083
WH10389,280,261,I-4161,19570828-0008
WH10390,120,135,I-4161,19790702-0038
WH10391,260,267,I-4162,19590129-0004
WH10392,140,126,I-4162,19750220-0037
WH10393,240,221,I-4163,19690917-0022
WH10394,140,140,I-4163,19760524-0046
WH10395,120,135,I-4163,19910206-0081
WH10396,260,277,I-4164,19600814-0002
WH10397,100,111,I-4164,19761009-0055
WH10398,100,96,I-4164,19900211-0140
WH10399,260,267,I-4165,19600814-0002
WH10400,120,113,I-4165,19761020-0044
WH10401,120,124,I-4165,19930228-0086
WH10402,240,243,I-4166,19590129-0004
WH10403,120,132,I-4166,19761024-0034
WH10404,280,300,I-4167,19660630-0020
WH10405,140,124,I-4167,19750417-0051
WH10406,240,243,I-4168,19560612-0010
WH10407,140,147,I-4168,19771013-0040
WH10408,280,295,I-4169,19560705-0025
WH10409,100,97,I-4169,19780424-0057
WH10410,260,243,I-4170,19620831-0024
WH10411,100,101,I-4170,19780424-0057
WH10412,240,228,I-4171,19570826-0012
WH10413,140,147,I-4171,19750722-0060
WH10414,100,81,I-4171,19931212-0079
WH10415,240,246,I-4172,19600529-0021
WH10416,100,104,I-4172,19761024-0034
WH10417,140,130,I-4172,19930616-0127
WH10418,260,251,I-4173,19650303-0019
WH10419,100,91,I-4173,19760524-0046
WH10420,100,90,I-4173,19931226-0118
WH10421,260,266,I-4174,19580218-0007
WH10422,100,110,I-4174,19750102-0059
WH10423,120,102,I-4174,19931118-0062
WH10424,240,242,I-4175,19630126-0001
WH10425,100,108,I-4175,19760524-0046
WH10426,140,124,I-4175,19921123-0108
WH10427,240,243,I-4176,19560705-0025
WH10428,120,106,I-4176,19790702-0038
WH10429,140,139,I-4176,19900520-0063
WH10430,240,235,I-4177,19590129-0004
WH10431,140,132,I-4177,19750102-0059
WH10432,140,121,I-4177,19920206-0072
WH10433,240,257,I-4178,19690513-0015
WH10434,120,126,I-4178,19750331-0036
WH10435,120,113,I-4178,19900619-0076
WH10436,240,258,I-4179,19561222-0030
WH10437,100,119,I-4179,19781130-0054
WH10438,100,91,I-4179,19921218-0101
WH10439,260,274,I-4180,19690408-0009
WH10440,120,106,I-4180,19761020-0044
WH10441,280,267,I-4181,19640414-0013
WH10442,100,90,I-4181,19750102-0059
WH10443,280,277,I-4182,19611219-0014
